Comuna,Pacto,Partido,Tendencia,Independientes,Candidato,n_votos,perc_votos_comuna
PELLUHUE,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,Concertación3,,MARIA ANTONIETA ROJAS GONZALEZ,3,0.000925355
PELLUHUE,LA FUERZA DE LA MAYORIA,RADICAL SOCIALDEMOCRATA,Concertación3,,FRANCISCA BASCUÑAN PEÑA,2,0.000616903
PELLUHUE,LA FUERZA DE LA MAYORIA,INDEPENDIENTE RADICAL SOCIALDEMOCRATA,Concertación3,1,RODOLFO  ARANDA VILLANUEVA,0,0
PELLUHUE,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,MANUEL JOSE MATTA ARAGAY,40,0.012338063
PELLUHUE,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,CLAUDIA ARAVENA LAGOS,1,0.000308452
PELLUHUE,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,PABLO GUTIERREZ PAREJA,1,0.000308452
PELLUHUE,CHILE VAMOS,RENOVACION NACIONAL,Derecha1,,FELIPE  CISTERNAS SOBARZO,9,0.002776064
PELLUHUE,CHILE VAMOS,RENOVACION NACIONAL,Derecha1,,ALEJANDRA RAMIREZ VERDUGO,9,0.002776064
PELLUHUE,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,Derecha1,,IGNACIO URRUTIA BONILLA,15,0.004626774
PELLUHUE,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,Derecha1,,ROLANDO  RENTERIA MOLLER,8,0.002467613
PELLUHUE,POR TODO CHILE,PROGRESISTA,Concertación2,,LORENA ARELLANO NAVARRO,1,0.000308452
PELLUHUE,POR TODO CHILE,PROGRESISTA,Concertación2,,MARIA VERONICA SAAVEDRA HENRIQUEZ,0,0
PELLUHUE,POR TODO CHILE,INDEPENDIENTE PROGRESISTA,Concertación2,1,SAMUEL ABELARDO JIMENEZ MORAGA,3,0.000925355
PELLUHUE,POR TODO CHILE,INDEPENDIENTE PROGRESISTA,Concertación2,1,EUDALDO HERNAN GONZALEZ MANRIQUEZ,1,0.000308452
PELLUHUE,POR TODO CHILE,INDEPENDIENTE PAIS,Concertación2,1,ALEXANDER MITJAEW PANASEWITSCH,1,0.000308452
PELLUHUE,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,Izquierda1,,CARLOS ALBERTO TILLERIA GOMEZ,1,0.000308452
PELLUHUE,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,Izquierda1,,LILIAN KARINA CANCINO HENRIQUEZ,2,0.000616903
PELLUHUE,FRENTE AMPLIO,HUMANISTA,Izquierda1,,NATALIA ALEJANDRA VILLALOBOS CAMPOS,0,0
PELLUHUE,FRENTE AMPLIO,HUMANISTA,Izquierda1,,SERGIO CARVAJAL CADIZ,1,0.000308452
PELLUHUE,SUMEMOS,INDEPENDIENTE CIUDADANOS,Concertación1,1,PAOLA ANDREA CABEZAS ZUÑIGA,18,0.005552128
PELLUHUE,SUMEMOS,CIUDADANOS,Concertación1,,GONZALO EDUARDO JARA ESPINOZA,3,0.000925355
PELLUHUE,SUMEMOS,CIUDADANOS,Concertación1,,ALVARO ANDRES ARRIETA LEIVA,2,0.000616903
PELLUHUE,LA FUERZA DE LA MAYORIA,SOCIALISTA DE CHILE,Concertación3,,JAIME  NARANJO ORTIZ,3,0.000925355
PELLUHUE,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,Concertación3,,GUILLERMO ARTURO CERONI FUENTES,9,0.002776064
PELLUHUE,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,Concertación3,,MARIA ANTONIETA ROJAS GONZALEZ,0,0
PELLUHUE,LA FUERZA DE LA MAYORIA,RADICAL SOCIALDEMOCRATA,Concertación3,,FRANCISCA BASCUÑAN PEÑA,1,0.000308452
PELLUHUE,LA FUERZA DE LA MAYORIA,INDEPENDIENTE RADICAL SOCIALDEMOCRATA,Concertación3,1,RODOLFO  ARANDA VILLANUEVA,4,0.001233806
PELLUHUE,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,MANUEL JOSE MATTA ARAGAY,35,0.010795805
PELLUHUE,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,CLAUDIA ARAVENA LAGOS,2,0.000616903
PELLUHUE,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,PABLO GUTIERREZ PAREJA,2,0.000616903
PELLUHUE,CHILE VAMOS,RENOVACION NACIONAL,Derecha1,,FELIPE  CISTERNAS SOBARZO,9,0.002776064
PELLUHUE,CHILE VAMOS,RENOVACION NACIONAL,Derecha1,,ALEJANDRA RAMIREZ VERDUGO,9,0.002776064
PELLUHUE,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,Derecha1,,IGNACIO URRUTIA BONILLA,22,0.006785935
PELLUHUE,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,Derecha1,,ROLANDO  RENTERIA MOLLER,6,0.001850709
PELLUHUE,POR TODO CHILE,PROGRESISTA,Concertación2,,LORENA ARELLANO NAVARRO,3,0.000925355
PELLUHUE,POR TODO CHILE,PROGRESISTA,Concertación2,,MARIA VERONICA SAAVEDRA HENRIQUEZ,3,0.000925355
PELLUHUE,POR TODO CHILE,INDEPENDIENTE PROGRESISTA,Concertación2,1,SAMUEL ABELARDO JIMENEZ MORAGA,1,0.000308452
PELLUHUE,POR TODO CHILE,INDEPENDIENTE PROGRESISTA,Concertación2,1,EUDALDO HERNAN GONZALEZ MANRIQUEZ,4,0.001233806
PELLUHUE,POR TODO CHILE,INDEPENDIENTE PAIS,Concertación2,1,ALEXANDER MITJAEW PANASEWITSCH,2,0.000616903
PELLUHUE,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,Izquierda1,,CARLOS ALBERTO TILLERIA GOMEZ,2,0.000616903
PELLUHUE,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,Izquierda1,,LILIAN KARINA CANCINO HENRIQUEZ,3,0.000925355
PELLUHUE,FRENTE AMPLIO,HUMANISTA,Izquierda1,,NATALIA ALEJANDRA VILLALOBOS CAMPOS,5,0.001542258
PELLUHUE,FRENTE AMPLIO,HUMANISTA,Izquierda1,,SERGIO CARVAJAL CADIZ,2,0.000616903
PELLUHUE,SUMEMOS,INDEPENDIENTE CIUDADANOS,Concertación1,1,PAOLA ANDREA CABEZAS ZUÑIGA,13,0.00400987
PELLUHUE,SUMEMOS,CIUDADANOS,Concertación1,,GONZALO EDUARDO JARA ESPINOZA,3,0.000925355
PELLUHUE,SUMEMOS,CIUDADANOS,Concertación1,,ALVARO ANDRES ARRIETA LEIVA,2,0.000616903
PELLUHUE,LA FUERZA DE LA MAYORIA,SOCIALISTA DE CHILE,Concertación3,,JAIME  NARANJO ORTIZ,3,0.000925355
PELLUHUE,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,Concertación3,,GUILLERMO ARTURO CERONI FUENTES,11,0.003392967
PELLUHUE,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,Concertación3,,MARIA ANTONIETA ROJAS GONZALEZ,5,0.001542258
PELLUHUE,LA FUERZA DE LA MAYORIA,RADICAL SOCIALDEMOCRATA,Concertación3,,FRANCISCA BASCUÑAN PEÑA,1,0.000308452
PELLUHUE,LA FUERZA DE LA MAYORIA,INDEPENDIENTE RADICAL SOCIALDEMOCRATA,Concertación3,1,RODOLFO  ARANDA VILLANUEVA,3,0.000925355
PELLUHUE,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,MANUEL JOSE MATTA ARAGAY,47,0.014497224
PELLUHUE,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,CLAUDIA ARAVENA LAGOS,1,0.000308452
PELLUHUE,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,PABLO GUTIERREZ PAREJA,4,0.001233806
PELLUHUE,CHILE VAMOS,RENOVACION NACIONAL,Derecha1,,FELIPE  CISTERNAS SOBARZO,6,0.001850709
PELLUHUE,CHILE VAMOS,RENOVACION NACIONAL,Derecha1,,ALEJANDRA RAMIREZ VERDUGO,11,0.003392967
PELLUHUE,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,Derecha1,,IGNACIO URRUTIA BONILLA,25,0.007711289
PELLUHUE,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,Derecha1,,ROLANDO  RENTERIA MOLLER,13,0.00400987
PELLUHUE,POR TODO CHILE,PROGRESISTA,Concertación2,,LORENA ARELLANO NAVARRO,2,0.000616903
PELLUHUE,POR TODO CHILE,PROGRESISTA,Concertación2,,MARIA VERONICA SAAVEDRA HENRIQUEZ,0,0
PELLUHUE,POR TODO CHILE,INDEPENDIENTE PROGRESISTA,Concertación2,1,SAMUEL ABELARDO JIMENEZ MORAGA,0,0
PELLUHUE,POR TODO CHILE,INDEPENDIENTE PROGRESISTA,Concertación2,1,EUDALDO HERNAN GONZALEZ MANRIQUEZ,1,0.000308452
PELLUHUE,POR TODO CHILE,INDEPENDIENTE PAIS,Concertación2,1,ALEXANDER MITJAEW PANASEWITSCH,1,0.000308452
PELLUHUE,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,Izquierda1,,CARLOS ALBERTO TILLERIA GOMEZ,1,0.000308452
PELLUHUE,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,Izquierda1,,LILIAN KARINA CANCINO HENRIQUEZ,2,0.000616903
PELLUHUE,FRENTE AMPLIO,HUMANISTA,Izquierda1,,NATALIA ALEJANDRA VILLALOBOS CAMPOS,2,0.000616903
PELLUHUE,FRENTE AMPLIO,HUMANISTA,Izquierda1,,SERGIO CARVAJAL CADIZ,1,0.000308452
PELLUHUE,SUMEMOS,INDEPENDIENTE CIUDADANOS,Concertación1,1,PAOLA ANDREA CABEZAS ZUÑIGA,17,0.005243677
PELLUHUE,SUMEMOS,CIUDADANOS,Concertación1,,GONZALO EDUARDO JARA ESPINOZA,6,0.001850709
PELLUHUE,SUMEMOS,CIUDADANOS,Concertación1,,ALVARO ANDRES ARRIETA LEIVA,0,0
PELLUHUE,LA FUERZA DE LA MAYORIA,SOCIALISTA DE CHILE,Concertación3,,JAIME  NARANJO ORTIZ,7,0.002159161
PELLUHUE,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,Concertación3,,GUILLERMO ARTURO CERONI FUENTES,17,0.005243677
PELLUHUE,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,Concertación3,,MARIA ANTONIETA ROJAS GONZALEZ,1,0.000308452
PELLUHUE,LA FUERZA DE LA MAYORIA,RADICAL SOCIALDEMOCRATA,Concertación3,,FRANCISCA BASCUÑAN PEÑA,2,0.000616903
PELLUHUE,LA FUERZA DE LA MAYORIA,INDEPENDIENTE RADICAL SOCIALDEMOCRATA,Concertación3,1,RODOLFO  ARANDA VILLANUEVA,3,0.000925355
PELLUHUE,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,MANUEL JOSE MATTA ARAGAY,47,0.014497224
PELLUHUE,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,CLAUDIA ARAVENA LAGOS,2,0.000616903
PELLUHUE,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,PABLO GUTIERREZ PAREJA,3,0.000925355
PELLUHUE,CHILE VAMOS,RENOVACION NACIONAL,Derecha1,,FELIPE  CISTERNAS SOBARZO,2,0.000616903
PELLUHUE,CHILE VAMOS,RENOVACION NACIONAL,Derecha1,,ALEJANDRA RAMIREZ VERDUGO,7,0.002159161
PELLUHUE,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,Derecha1,,IGNACIO URRUTIA BONILLA,25,0.007711289
PELLUHUE,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,Derecha1,,ROLANDO  RENTERIA MOLLER,9,0.002776064
PELLUHUE,POR TODO CHILE,PROGRESISTA,Concertación2,,LORENA ARELLANO NAVARRO,3,0.000925355
PELLUHUE,POR TODO CHILE,PROGRESISTA,Concertación2,,MARIA VERONICA SAAVEDRA HENRIQUEZ,1,0.000308452
PELLUHUE,POR TODO CHILE,INDEPENDIENTE PROGRESISTA,Concertación2,1,SAMUEL ABELARDO JIMENEZ MORAGA,1,0.000308452
PELLUHUE,POR TODO CHILE,INDEPENDIENTE PROGRESISTA,Concertación2,1,EUDALDO HERNAN GONZALEZ MANRIQUEZ,1,0.000308452
PELLUHUE,POR TODO CHILE,INDEPENDIENTE PAIS,Concertación2,1,ALEXANDER MITJAEW PANASEWITSCH,1,0.000308452
PELLUHUE,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,Izquierda1,,CARLOS ALBERTO TILLERIA GOMEZ,0,0
PELLUHUE,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,Izquierda1,,LILIAN KARINA CANCINO HENRIQUEZ,3,0.000925355
PELLUHUE,FRENTE AMPLIO,HUMANISTA,Izquierda1,,NATALIA ALEJANDRA VILLALOBOS CAMPOS,2,0.000616903
PELLUHUE,FRENTE AMPLIO,HUMANISTA,Izquierda1,,SERGIO CARVAJAL CADIZ,1,0.000308452
PELLUHUE,SUMEMOS,INDEPENDIENTE CIUDADANOS,Concertación1,1,PAOLA ANDREA CABEZAS ZUÑIGA,15,0.004626774
PELLUHUE,SUMEMOS,CIUDADANOS,Concertación1,,GONZALO EDUARDO JARA ESPINOZA,5,0.001542258
PELLUHUE,SUMEMOS,CIUDADANOS,Concertación1,,ALVARO ANDRES ARRIETA LEIVA,1,0.000308452
PELLUHUE,LA FUERZA DE LA MAYORIA,SOCIALISTA DE CHILE,Concertación3,,JAIME  NARANJO ORTIZ,4,0.001233806
PELLUHUE,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,Concertación3,,GUILLERMO ARTURO CERONI FUENTES,11,0.003392967
PELLUHUE,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,Concertación3,,MARIA ANTONIETA ROJAS GONZALEZ,2,0.000616903
PELLUHUE,LA FUERZA DE LA MAYORIA,RADICAL SOCIALDEMOCRATA,Concertación3,,FRANCISCA BASCUÑAN PEÑA,2,0.000616903
PELLUHUE,LA FUERZA DE LA MAYORIA,INDEPENDIENTE RADICAL SOCIALDEMOCRATA,Concertación3,1,RODOLFO  ARANDA VILLANUEVA,2,0.000616903
PELLUHUE,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,MANUEL JOSE MATTA ARAGAY,29,0.008945096
PELLUHUE,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,CLAUDIA ARAVENA LAGOS,3,0.000925355
PELLUHUE,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,PABLO GUTIERREZ PAREJA,0,0
PELLUHUE,CHILE VAMOS,RENOVACION NACIONAL,Derecha1,,FELIPE  CISTERNAS SOBARZO,2,0.000616903
PELLUHUE,CHILE VAMOS,RENOVACION NACIONAL,Derecha1,,ALEJANDRA RAMIREZ VERDUGO,3,0.000925355
PELLUHUE,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,Derecha1,,IGNACIO URRUTIA BONILLA,19,0.00586058
PELLUHUE,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,Derecha1,,ROLANDO  RENTERIA MOLLER,9,0.002776064
PELLUHUE,POR TODO CHILE,PROGRESISTA,Concertación2,,LORENA ARELLANO NAVARRO,3,0.000925355
PELLUHUE,POR TODO CHILE,PROGRESISTA,Concertación2,,MARIA VERONICA SAAVEDRA HENRIQUEZ,2,0.000616903
PELLUHUE,POR TODO CHILE,INDEPENDIENTE PROGRESISTA,Concertación2,1,SAMUEL ABELARDO JIMENEZ MORAGA,0,0
PELLUHUE,POR TODO CHILE,INDEPENDIENTE PROGRESISTA,Concertación2,1,EUDALDO HERNAN GONZALEZ MANRIQUEZ,3,0.000925355
PELLUHUE,POR TODO CHILE,INDEPENDIENTE PAIS,Concertación2,1,ALEXANDER MITJAEW PANASEWITSCH,0,0
PELLUHUE,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,Izquierda1,,CARLOS ALBERTO TILLERIA GOMEZ,3,0.000925355
PELLUHUE,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,Izquierda1,,LILIAN KARINA CANCINO HENRIQUEZ,4,0.001233806
PELLUHUE,FRENTE AMPLIO,HUMANISTA,Izquierda1,,NATALIA ALEJANDRA VILLALOBOS CAMPOS,2,0.000616903
PELLUHUE,FRENTE AMPLIO,HUMANISTA,Izquierda1,,SERGIO CARVAJAL CADIZ,0,0
PELLUHUE,SUMEMOS,INDEPENDIENTE CIUDADANOS,Concertación1,1,PAOLA ANDREA CABEZAS ZUÑIGA,20,0.006169031
PELLUHUE,SUMEMOS,CIUDADANOS,Concertación1,,GONZALO EDUARDO JARA ESPINOZA,5,0.001542258
PELLUHUE,SUMEMOS,CIUDADANOS,Concertación1,,ALVARO ANDRES ARRIETA LEIVA,0,0
PELLUHUE,LA FUERZA DE LA MAYORIA,SOCIALISTA DE CHILE,Concertación3,,JAIME  NARANJO ORTIZ,2,0.000616903
PELLUHUE,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,Concertación3,,GUILLERMO ARTURO CERONI FUENTES,17,0.005243677
PELLUHUE,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,Concertación3,,MARIA ANTONIETA ROJAS GONZALEZ,2,0.000616903
PELLUHUE,LA FUERZA DE LA MAYORIA,RADICAL SOCIALDEMOCRATA,Concertación3,,FRANCISCA BASCUÑAN PEÑA,1,0.000308452
PELLUHUE,LA FUERZA DE LA MAYORIA,INDEPENDIENTE RADICAL SOCIALDEMOCRATA,Concertación3,1,RODOLFO  ARANDA VILLANUEVA,4,0.001233806
PELLUHUE,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,MANUEL JOSE MATTA ARAGAY,38,0.01172116
PELLUHUE,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,CLAUDIA ARAVENA LAGOS,3,0.000925355
PELLUHUE,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,PABLO GUTIERREZ PAREJA,5,0.001542258
PELLUHUE,CHILE VAMOS,RENOVACION NACIONAL,Derecha1,,FELIPE  CISTERNAS SOBARZO,4,0.001233806
PELLUHUE,CHILE VAMOS,RENOVACION NACIONAL,Derecha1,,ALEJANDRA RAMIREZ VERDUGO,6,0.001850709
PELLUHUE,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,Derecha1,,IGNACIO URRUTIA BONILLA,19,0.00586058
PELLUHUE,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,Derecha1,,ROLANDO  RENTERIA MOLLER,13,0.00400987
PELLUHUE,POR TODO CHILE,PROGRESISTA,Concertación2,,LORENA ARELLANO NAVARRO,1,0.000308452
PELLUHUE,POR TODO CHILE,PROGRESISTA,Concertación2,,MARIA VERONICA SAAVEDRA HENRIQUEZ,1,0.000308452
PELLUHUE,POR TODO CHILE,INDEPENDIENTE PROGRESISTA,Concertación2,1,SAMUEL ABELARDO JIMENEZ MORAGA,1,0.000308452
PELLUHUE,POR TODO CHILE,INDEPENDIENTE PROGRESISTA,Concertación2,1,EUDALDO HERNAN GONZALEZ MANRIQUEZ,0,0
PELLUHUE,POR TODO CHILE,INDEPENDIENTE PAIS,Concertación2,1,ALEXANDER MITJAEW PANASEWITSCH,1,0.000308452
PELLUHUE,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,Izquierda1,,CARLOS ALBERTO TILLERIA GOMEZ,3,0.000925355
PELLUHUE,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,Izquierda1,,LILIAN KARINA CANCINO HENRIQUEZ,4,0.001233806
PELLUHUE,FRENTE AMPLIO,HUMANISTA,Izquierda1,,NATALIA ALEJANDRA VILLALOBOS CAMPOS,2,0.000616903
PELLUHUE,FRENTE AMPLIO,HUMANISTA,Izquierda1,,SERGIO CARVAJAL CADIZ,0,0
PELLUHUE,SUMEMOS,INDEPENDIENTE CIUDADANOS,Concertación1,1,PAOLA ANDREA CABEZAS ZUÑIGA,21,0.006477483
PELLUHUE,SUMEMOS,CIUDADANOS,Concertación1,,GONZALO EDUARDO JARA ESPINOZA,2,0.000616903
PELLUHUE,SUMEMOS,CIUDADANOS,Concertación1,,ALVARO ANDRES ARRIETA LEIVA,2,0.000616903
PELLUHUE,LA FUERZA DE LA MAYORIA,SOCIALISTA DE CHILE,Concertación3,,JAIME  NARANJO ORTIZ,6,0.001850709
PELLUHUE,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,Concertación3,,GUILLERMO ARTURO CERONI FUENTES,18,0.005552128
PELLUHUE,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,Concertación3,,MARIA ANTONIETA ROJAS GONZALEZ,1,0.000308452
PELLUHUE,LA FUERZA DE LA MAYORIA,RADICAL SOCIALDEMOCRATA,Concertación3,,FRANCISCA BASCUÑAN PEÑA,1,0.000308452
PELLUHUE,LA FUERZA DE LA MAYORIA,INDEPENDIENTE RADICAL SOCIALDEMOCRATA,Concertación3,1,RODOLFO  ARANDA VILLANUEVA,8,0.002467613
